Dataset,Id,Neighborhood,Exterior1st,Exterior2nd,ExterQual,BsmtQual,KitchenQual,GarageFinish,FireplaceQu,BsmtFinType1,HeatingQC,GarageType,BsmtExposure,MSZoning,Foundation,HouseStyle,MasVnrType,BsmtCond,SaleCondition,ExterCond,SaleType,LotShape,BsmtFinType2,GarageQual,Condition1,Electrical,RoofStyle,CentralAir,LotConfig,BldgType,Fence,LandContour,GarageCond,PavedDrive,Functional,MiscFeature,Alley,Condition2,Heating,RoofMatl,LandSlope,PoolQC,Street
test,264,SawyerW,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,265,SawyerW,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,GLQ,Rec,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,Gd,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,266,SawyerW,ImStucc,Plywood,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,RL,Gd,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,267,SawyerW,VinylSd,VinylSd,WD,RRAe,2Story,Norm,CompShg,LwQ,GLQ,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,268,SawyerW,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,Gd,Gd,TA,SBrkr,none,none,RL,TA,No,TA,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,269,SawyerW,Wd Shng,Wd Sdng,WD,Norm,2Story,Norm,CompShg,none,none,Typ,Attchd,Slab,TA,Gable,GasA,TA,TA,Normal,Duplex,Inside,TA,none,none,SBrkr,none,none,RL,TA,none,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,270,Sawyer,Plywood,HdBoard,WD,Norm,1Story,Norm,CompShg,LwQ,BLQ,Typ,Detchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,Gd,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,271,Sawyer,MetalSd,MetalSd,WD,Feedr,1Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,Ex,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,272,Sawyer,Plywood,Wd Sdng,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,273,Sawyer,Plywood,HdBoard,Oth,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Family,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,Gd,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,274,Sawyer,Plywood,Plywood,WD,RRAe,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,GdWo,RL,Ex,No,Gd,RFn,Gd,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,275,Sawyer,VinylSd,VinylSd,WD,Feedr,1Story,Norm,CompShg,LwQ,BLQ,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,276,Veenker,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,ALQ,Rec,Maj1,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,Gd,SBrkr,none,MnPrv,RL,Gd,Gd,Gd,RFn,Gd,none,BrkFace,Low,IR1,Gtl,none,Y,Y,Pave
test,277,NoRidge,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,ALQ,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,TA,SBrkr,none,GdPrv,RL,Ex,No,Gd,Unf,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,278,Somerst,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Mod,BuiltIn,PConc,TA,Gable,GasA,TA,TA,Normal,Twnhs,Inside,TA,Gd,TA,SBrkr,none,none,FV,Ex,No,Gd,Fin,Gd,none,None,Lvl,Reg,Gtl,Pave,Y,Y,Pave
test,279,Somerst,VinylSd,VinylSd,New,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Partial,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,FV,Ex,No,Gd,Fin,Gd,none,Stone,Lvl,IR1,Gtl,Pave,Y,Y,Pave
test,280,Somerst,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Normal,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,FV,Ex,No,Gd,Fin,Gd,none,Stone,Lvl,IR1,Gtl,Pave,Y,Y,Pave
test,281,Somerst,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,FV,Ex,No,Gd,Unf,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,282,Somerst,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,PConc,none,Hip,GasA,TA,TA,Normal,TwnhsE,FR2,TA,Gd,TA,SBrkr,none,none,FV,Ex,No,Gd,Unf,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,283,Veenker,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,GLQ,ALQ,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,Ex,Gd,Gd,SBrkr,none,none,RL,Ex,Gd,Ex,Fin,Ex,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,284,Veenker,BrkFace,BrkFace,WD,Norm,1Story,Norm,CompShg,LwQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,TA,Mn,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,285,Veenker,Plywood,Plywood,WD,Feedr,SLvl,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Abnorml,1Fam,FR2,Gd,TA,TA,SBrkr,none,none,RL,Ex,No,TA,Unf,Gd,none,BrkFace,Low,Reg,Mod,none,Y,Y,Pave
test,286,NWAmes,VinylSd,VinylSd,WD,PosN,2Story,Norm,CompShg,GLQ,LwQ,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,TA,TA,SBrkr,none,none,RL,TA,Mn,Gd,RFn,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,287,NWAmes,MetalSd,MetalSd,WD,PosA,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,No,Gd,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,288,NWAmes,HdBoard,HdBoard,WD,Feedr,1Story,Norm,CompShg,ALQ,Rec,Typ,Attchd,CBlock,Fa,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,Shed,none,RL,TA,Mn,TA,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,289,NWAmes,HdBoard,HdBoard,WD,Feedr,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Abnorml,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,TA,Av,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,290,NWAmes,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Hip,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,291,NAmes,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,GdPrv,RL,TA,No,TA,Fin,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,292,NAmes,HdBoard,HdBoard,COD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,293,NWAmes,Plywood,Plywood,COD,Norm,2Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Abnorml,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,No,TA,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,294,NWAmes,HdBoard,HdBoard,WD,Norm,SFoyer,Norm,CompShg,GLQ,Unf,Typ,Attchd,CBlock,Gd,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Fa,Av,TA,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,295,NAmes,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Detchd,CBlock,Po,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,GdWo,RL,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,296,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Detchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,297,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,MnPrv,RL,TA,No,TA,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,298,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,BLQ,LwQ,Min1,Detchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,TA,SBrkr,none,none,RL,Fa,No,TA,Unf,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,299,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,ALQ,BLQ,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,TA,No,Gd,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,300,NAmes,HdBoard,HdBoard,COD,Norm,1Story,Norm,CompShg,LwQ,Unf,Typ,Detchd,CBlock,Gd,Gable,GasA,TA,TA,Abnorml,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,Stone,Lvl,IR1,Gtl,none,Y,Y,Pave
test,301,NAmes,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,TA,SBrkr,none,MnPrv,RL,TA,No,TA,Fin,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,302,NAmes,HdBoard,HdBoard,WD,Norm,SLvl,Norm,CompShg,ALQ,Unf,Typ,BuiltIn,CBlock,Po,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,Ex,Gd,Gd,Fin,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,303,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,Rec,ALQ,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,Gd,No,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,304,NAmes,Brk Cmn,BrkComm,WD,Feedr,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,none,Gable,GasA,Gd,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,TA,No,TA,Unf,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,305,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,TA,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,GdPrv,RL,Ex,No,TA,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,306,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,GdWo,RL,Gd,No,Gd,Unf,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,307,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,RFn,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,308,NAmes,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,309,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,Gd,Unf,Gd,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,310,NAmes,BrkFace,BrkFace,COD,Norm,1Story,Norm,CompShg,Rec,BLQ,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Abnorml,1Fam,Inside,TA,TA,TA,SBrkr,none,GdWo,RL,TA,No,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,311,NAmes,AsbShng,AsbShng,WD,Norm,1Story,Norm,CompShg,Rec,LwQ,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,FuseA,none,GdWo,RL,Gd,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,312,NAmes,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,Rec,LwQ,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Family,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,313,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,none,Hip,GasA,TA,Fa,Normal,Duplex,Inside,TA,TA,TA,SBrkr,none,none,RL,Ex,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,314,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,CulDSac,TA,TA,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,315,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Basment,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,FuseA,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,316,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,TA,SBrkr,none,none,RL,TA,No,Fa,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,317,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,Gd,No,Gd,Unf,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,318,NAmes,Wd Sdng,Wd Sdng,ConLD,Norm,1Story,Norm,CompShg,none,none,Typ,Attchd,Slab,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,none,none,FuseA,none,MnPrv,RL,TA,none,TA,Fin,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,319,NAmes,Wd Shng,WdShing,WD,Artery,2Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,FuseA,none,GdWo,RL,Ex,Mn,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,320,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,GdWo,RL,TA,No,TA,Fin,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,321,OldTown,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,none,Gable,GasA,Fa,TA,Normal,1Fam,Inside,TA,TA,TA,FuseA,none,none,RL,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,322,OldTown,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RL,Ex,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,323,OldTown,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,Fa,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,Gd,none,None,Lvl,Reg,Gtl,none,N,Y,Pave
test,324,OldTown,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,GdWo,RL,Ex,No,Ex,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,N,Y,Pave
test,325,OldTown,MetalSd,MetalSd,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Min2,Detchd,BrkTil,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,Y,Y,Pave
test,326,OldTown,VinylSd,VinylSd,WD,Artery,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,TA,SBrkr,none,none,RL,Ex,No,Gd,Unf,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,327,OldTown,Stucco,Stucco,WD,Artery,1Story,Norm,CompShg,Unf,Unf,Typ,none,PConc,none,Gable,GasA,none,none,Normal,1Fam,Inside,TA,Fa,TA,FuseA,none,none,RL,Gd,No,Gd,none,Fa,none,None,Lvl,Reg,Gtl,none,N,N,Pave
test,328,OldTown,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,Gd,Fin,TA,none,None,Lvl,Reg,Gtl,Grvl,N,N,Pave
test,329,OldTown,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,FuseA,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,Y,Y,Pave
test,330,NAmes,MetalSd,MetalSd,WD,Artery,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,Duplex,Corner,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,RFn,TA,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
test,331,NAmes,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,GdWo,RL,Fa,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,332,NAmes,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,BLQ,Rec,Min1,Attchd,CBlock,Po,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,Fa,SBrkr,none,MnPrv,RL,Gd,No,TA,RFn,Fa,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,333,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,Shed,none,RL,Gd,Mn,Gd,Unf,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,334,NAmes,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Detchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,FuseA,none,none,RL,Gd,No,TA,Unf,TA,none,Stone,Lvl,IR1,Gtl,none,Y,Y,Pave
test,335,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,Tar&Grv,Unf,Unf,Typ,Basment,CBlock,Gd,Flat,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Fa,Gd,TA,RFn,TA,none,BrkFace,HLS,IR1,Mod,none,Y,Y,Pave
test,336,NAmes,Wd Sdng,Wd Sdng,COD,Artery,1.5Fin,Norm,CompShg,Rec,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Abnorml,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,Av,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,N,Pave
test,337,NAmes,BrkFace,BrkFace,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,GdWo,RL,Gd,No,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,338,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,ALQ,BLQ,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,Gd,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,339,NAmes,Plywood,BrkFace,WD,Norm,SLvl,Norm,CompShg,GLQ,Rec,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,GdWo,RL,TA,Av,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,340,NAmes,MetalSd,MetalSd,WD,Artery,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,FuseF,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,341,NAmes,MetalSd,MetalSd,COD,Artery,1.5Fin,Norm,CompShg,LwQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Abnorml,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,342,NAmes,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,343,NAmes,Plywood,Plywood,WD,Norm,SFoyer,Norm,CompShg,GLQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,Duplex,Inside,Gd,Gd,TA,SBrkr,none,none,RL,Gd,Av,Gd,Unf,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,344,NAmes,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,Fa,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,345,OldTown,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,none,Gable,GasA,Fa,Fa,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RM,Gd,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,P,Y,Pave
