,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
647,0,3,85.0,10452.0,1,0,0,3,4,0,7,2,2,0,2,6.0,5.0,1953.0,1953.0,3,1,13,14,4,216.0,3,4,1,4,4,3,5,500.0,6,0.0,594.0,1094.0,1,0,1,4,1094.0,0.0,0.0,1094.0,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,2.0,3,1,1953.0,2,2.0,495.0,5,5,2,0.0,0.0,0.0,0.0,287.0,0.0,0,0,0,0.0,6.0,2008.0,8,4
648,5,3,70.0,7700.0,1,0,3,3,4,0,12,4,2,0,5,6.0,5.0,1966.0,1966.0,1,1,8,8,1,351.0,3,4,1,4,4,4,6,0.0,6,0.0,756.0,756.0,1,4,1,4,1051.0,788.0,0.0,1839.0,0.0,0.0,1.0,1.0,4.0,1.0,3,7.0,6,1.0,5,1,1966.0,3,2.0,442.0,5,5,2,0.0,124.0,216.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2010.0,8,4
649,14,4,21.0,1936.0,1,0,3,3,4,0,10,2,2,3,6,4.0,6.0,1970.0,1970.0,1,1,5,5,3,0.0,3,4,1,3,4,0,1,131.0,3,499.0,0.0,630.0,1,2,1,4,630.0,0.0,0.0,630.0,1.0,0.0,1.0,0.0,1.0,1.0,3,3.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,12.0,2007.0,8,4
650,5,1,65.0,8125.0,1,0,3,3,4,0,21,2,2,0,5,7.0,6.0,2007.0,2007.0,1,1,5,5,2,0.0,2,4,2,3,4,4,6,0.0,6,0.0,813.0,813.0,1,0,1,4,822.0,843.0,0.0,1665.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,0.0,0,1,2007.0,2,2.0,562.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2008.0,8,4
651,6,3,60.0,9084.0,1,0,3,3,4,0,7,0,2,0,5,4.0,5.0,1940.0,1950.0,1,1,8,8,3,0.0,3,4,1,4,4,3,6,0.0,6,0.0,755.0,755.0,1,4,1,4,755.0,755.0,0.0,1510.0,1.0,0.0,1.0,0.0,4.0,1.0,3,7.0,6,1.0,3,5,1940.0,3,1.0,296.0,2,4,1,120.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,10.0,2009.0,8,4
652,5,3,70.0,8750.0,1,0,3,3,4,0,5,2,2,0,5,7.0,5.0,1996.0,1996.0,1,1,12,13,3,0.0,2,4,2,3,4,4,6,0.0,6,0.0,880.0,880.0,1,0,1,4,909.0,807.0,0.0,1716.0,0.0,0.0,2.0,1.0,2.0,1.0,2,7.0,6,1.0,5,1,1996.0,2,2.0,512.0,5,5,2,0.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2009.0,8,4
653,4,4,60.0,10320.0,1,1,3,3,4,0,9,2,2,0,0,6.0,7.0,1906.0,1995.0,1,1,8,8,3,0.0,3,4,1,4,4,4,6,0.0,6,0.0,756.0,756.0,1,0,1,4,756.0,713.0,0.0,1469.0,0.0,0.0,1.0,0.0,3.0,1.0,3,7.0,6,0.0,0,5,1906.0,3,1.0,216.0,5,5,2,57.0,0.0,239.0,0.0,0.0,0.0,0,3,0,0.0,6.0,2008.0,8,4
654,0,3,91.0,10437.0,1,0,0,3,4,0,15,2,2,0,2,8.0,6.0,1995.0,1995.0,3,1,8,8,1,660.0,2,2,2,3,4,2,3,1696.0,6,0.0,413.0,2109.0,1,0,1,4,2113.0,0.0,0.0,2113.0,1.0,0.0,2.0,1.0,2.0,1.0,2,7.0,6,1.0,5,1,1995.0,1,3.0,839.0,5,5,2,236.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2008.0,8,4
655,13,4,21.0,1680.0,1,0,3,3,4,0,2,2,2,3,5,6.0,5.0,1971.0,1971.0,1,1,6,7,1,381.0,3,4,1,4,4,4,6,0.0,6,0.0,525.0,525.0,1,4,1,4,525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,0,5,1971.0,3,1.0,264.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2010.0,8,3
656,0,3,72.0,10007.0,1,0,0,3,4,0,12,2,2,0,2,5.0,7.0,1959.0,2006.0,1,1,6,6,1,54.0,2,4,1,4,4,4,0,806.0,6,0.0,247.0,1053.0,1,0,1,4,1053.0,0.0,0.0,1053.0,1.0,0.0,1.0,1.0,3.0,1.0,2,5.0,6,0.0,0,1,1959.0,2,1.0,312.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,8.0,2008.0,8,4
657,6,3,60.0,7200.0,1,0,3,1,4,1,6,2,2,0,5,7.0,6.0,1931.0,2000.0,1,1,11,15,3,0.0,3,1,0,3,4,4,6,0.0,6,0.0,776.0,776.0,1,4,1,4,851.0,651.0,0.0,1502.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,1.0,3,1,1931.0,2,1.0,270.0,5,5,1,0.0,0.0,112.0,0.0,0.0,0.0,0,3,0,0.0,2.0,2008.0,8,4
658,4,3,78.0,17503.0,1,0,3,3,4,0,12,0,2,0,0,6.0,5.0,1948.0,1950.0,1,1,12,13,3,0.0,3,4,1,4,4,4,6,0.0,6,0.0,912.0,912.0,1,4,1,4,912.0,546.0,0.0,1458.0,0.0,1.0,1.0,0.0,3.0,1.0,3,6.0,6,1.0,3,1,1948.0,3,1.0,330.0,5,5,2,192.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,2010.0,8,0
659,0,3,75.0,9937.0,1,0,3,3,0,0,7,2,2,0,2,5.0,7.0,1964.0,1999.0,3,1,8,8,3,0.0,3,2,2,4,4,4,1,637.0,6,0.0,849.0,1486.0,1,0,1,4,1486.0,0.0,0.0,1486.0,1.0,0.0,1.0,0.0,3.0,1.0,3,7.0,6,0.0,0,5,1968.0,1,2.0,480.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,3.0,2009.0,8,4
660,5,3,68.0,12384.0,1,0,3,3,1,0,14,2,2,0,5,7.0,7.0,1976.0,1976.0,1,1,9,10,1,233.0,3,4,1,3,4,4,6,0.0,6,0.0,793.0,793.0,1,4,1,4,1142.0,793.0,0.0,1935.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,5,1,1976.0,2,2.0,550.0,5,5,2,0.0,113.0,252.0,0.0,0.0,0.0,0,0,0,0.0,11.0,2007.0,8,4
661,5,3,52.0,46589.0,1,0,1,3,1,0,15,2,2,0,5,8.0,7.0,1994.0,2005.0,3,1,12,13,1,528.0,2,4,2,3,2,4,3,1361.0,5,180.0,88.0,1629.0,1,0,1,4,1686.0,762.0,0.0,2448.0,1.0,0.0,2.0,1.0,4.0,1.0,2,8.0,6,1.0,5,1,1994.0,2,3.0,711.0,5,5,2,517.0,76.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2009.0,8,4
662,0,3,120.0,13560.0,1,0,3,3,0,0,12,2,2,0,2,6.0,3.0,1968.0,1968.0,3,1,13,14,1,216.0,3,4,1,2,1,4,6,0.0,6,0.0,1392.0,1392.0,1,2,1,4,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,1,2.0,5,1,1968.0,2,2.0,576.0,5,5,2,0.0,0.0,240.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2009.0,8,4
663,9,3,90.0,10012.0,1,0,3,3,4,0,7,2,2,0,6,4.0,5.0,1972.0,1972.0,1,1,9,10,3,0.0,3,4,1,3,4,0,1,920.0,5,180.0,38.0,1138.0,1,4,1,4,1181.0,0.0,0.0,1181.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,0,5,1974.0,2,2.0,588.0,5,5,2,0.0,0.0,180.0,0.0,0.0,0.0,0,3,0,0.0,4.0,2008.0,8,4
664,0,3,49.0,20896.0,1,0,1,3,1,0,21,6,2,0,2,8.0,5.0,2005.0,2006.0,1,1,12,13,3,0.0,2,4,2,1,4,3,3,1721.0,6,0.0,356.0,2077.0,1,0,1,4,2097.0,0.0,0.0,2097.0,1.0,0.0,1.0,1.0,1.0,1.0,0,8.0,6,1.0,1,1,2005.0,1,3.0,1134.0,5,5,2,192.0,267.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,2006.0,6,5
665,5,3,106.0,11194.0,1,0,0,3,0,0,8,2,2,0,5,8.0,5.0,2000.0,2000.0,1,1,12,13,1,40.0,2,4,2,3,4,4,6,0.0,6,0.0,1406.0,1406.0,1,0,1,4,1454.0,482.0,0.0,1936.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,5,1,2000.0,2,2.0,504.0,5,5,2,188.0,124.0,0.0,0.0,0.0,0.0,0,0,0,0.0,11.0,2006.0,8,4
666,5,3,68.0,18450.0,1,0,0,3,4,0,12,2,2,0,5,6.0,5.0,1965.0,1979.0,0,5,9,10,0,113.0,3,2,1,3,4,4,4,187.0,5,723.0,111.0,1021.0,1,4,1,4,1465.0,915.0,0.0,2380.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,5,1.0,4,4,1965.0,3,2.0,596.0,5,5,2,0.0,265.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2007.0,8,0
667,0,3,65.0,8125.0,1,0,3,3,4,0,20,2,2,0,2,6.0,5.0,1994.0,1998.0,1,1,6,6,1,258.0,3,4,2,3,4,4,3,1138.0,6,0.0,270.0,1408.0,1,0,1,4,1679.0,0.0,0.0,1679.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,1994.0,2,2.0,575.0,5,5,2,224.0,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2008.0,8,4
668,0,3,68.0,14175.0,1,0,3,0,0,1,19,2,2,0,2,5.0,6.0,1956.0,1987.0,1,1,5,14,3,0.0,3,4,1,4,4,4,5,988.0,6,0.0,200.0,1188.0,1,2,1,4,1437.0,0.0,0.0,1437.0,1.0,0.0,1.0,1.0,3.0,1.0,3,6.0,3,1.0,5,5,1999.0,3,2.0,576.0,5,5,2,304.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,11.0,2006.0,8,4
669,1,3,80.0,11600.0,1,0,3,3,4,0,6,2,2,0,2,4.0,5.0,1922.0,1950.0,1,1,8,8,3,0.0,3,4,0,2,4,4,6,0.0,6,0.0,700.0,700.0,1,0,1,4,1180.0,0.0,0.0,1180.0,0.0,0.0,1.0,0.0,2.0,1.0,1,5.0,6,1.0,3,5,1922.0,3,1.0,252.0,5,2,2,0.0,0.0,67.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2006.0,8,4
670,5,3,64.0,8633.0,1,0,3,3,2,0,5,2,2,0,5,6.0,5.0,2005.0,2005.0,1,1,12,13,3,0.0,2,4,2,3,4,4,3,193.0,6,0.0,545.0,738.0,1,0,1,4,738.0,738.0,0.0,1476.0,1.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,0.0,0,1,2005.0,1,2.0,540.0,5,5,2,100.0,35.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,2009.0,8,4
671,6,2,54.0,6629.0,1,0,3,3,4,0,7,0,2,0,5,6.0,6.0,1925.0,1950.0,2,1,13,14,3,0.0,3,2,0,4,4,4,1,551.0,6,0.0,121.0,672.0,1,4,0,4,697.0,672.0,0.0,1369.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,0,5,1930.0,3,1.0,300.0,5,5,2,147.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2009.0,8,4
672,0,3,68.0,11250.0,1,0,0,3,4,0,24,2,2,0,2,6.0,6.0,1977.0,1977.0,1,1,9,10,3,0.0,2,4,1,3,4,4,0,767.0,6,0.0,441.0,1208.0,1,4,1,4,1208.0,0.0,0.0,1208.0,1.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,1.0,5,1,1977.0,2,2.0,546.0,5,5,2,198.0,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2006.0,8,4
673,0,3,110.0,14442.0,1,0,3,3,4,0,6,2,2,0,2,6.0,7.0,1957.0,2004.0,3,1,5,5,1,106.0,3,4,2,4,4,4,3,1186.0,6,0.0,291.0,1477.0,1,0,1,4,1839.0,0.0,0.0,1839.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,2.0,5,1,1957.0,1,2.0,416.0,5,5,2,0.0,87.0,0.0,0.0,200.0,0.0,0,0,0,0.0,6.0,2007.0,8,4
674,0,3,80.0,9200.0,1,0,3,3,4,0,12,2,2,0,2,6.0,6.0,1965.0,1965.0,1,1,6,6,3,0.0,3,4,1,4,4,4,5,892.0,6,0.0,244.0,1136.0,1,4,1,4,1136.0,0.0,0.0,1136.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,1.0,3,1,1965.0,2,1.0,384.0,5,5,2,426.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2008.0,8,4
675,13,3,24.0,2289.0,1,0,3,3,4,0,13,2,2,3,5,6.0,6.0,1978.0,1978.0,1,1,9,2,3,0.0,3,4,1,4,4,4,0,311.0,6,0.0,544.0,855.0,1,4,1,4,855.0,586.0,0.0,1441.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,5,1,1978.0,3,2.0,440.0,5,5,2,28.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2009.0,8,4
676,6,4,60.0,9600.0,1,1,3,3,4,0,17,2,2,0,5,4.0,2.0,1900.0,1950.0,1,1,0,12,3,0.0,3,4,0,4,1,4,6,0.0,6,0.0,1095.0,1095.0,2,1,0,4,1095.0,679.0,0.0,1774.0,1.0,0.0,2.0,0.0,4.0,2.0,3,8.0,3,0.0,0,0,1920.0,3,3.0,779.0,2,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2006.0,8,4
677,1,3,52.0,9022.0,1,0,3,3,4,0,17,2,2,0,2,5.0,8.0,1924.0,2006.0,1,1,12,13,3,0.0,2,4,0,4,4,4,6,0.0,6,0.0,768.0,768.0,1,0,1,4,792.0,0.0,0.0,792.0,0.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,0,5,1924.0,3,1.0,240.0,2,2,0,316.0,0.0,120.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2009.0,8,4
678,0,3,80.0,11844.0,1,0,0,3,4,0,22,2,2,0,2,8.0,5.0,2008.0,2008.0,3,1,12,13,4,464.0,2,4,2,1,4,3,6,0.0,6,0.0,2046.0,2046.0,1,0,1,4,2046.0,0.0,0.0,2046.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,3,1,2008.0,1,3.0,834.0,5,5,2,322.0,82.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2009.0,6,5
679,0,3,68.0,9945.0,1,0,0,3,4,0,19,2,2,0,2,5.0,5.0,1961.0,1961.0,3,1,13,14,1,57.0,3,4,1,4,4,4,5,827.0,6,0.0,161.0,988.0,1,4,1,4,988.0,0.0,0.0,988.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,0,5,1963.0,3,2.0,572.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2007.0,8,4
680,11,3,50.0,8012.0,1,0,3,3,4,0,20,2,2,4,2,6.0,5.0,1980.0,1980.0,1,1,9,10,3,0.0,3,4,1,3,4,4,1,543.0,1,119.0,261.0,923.0,1,4,1,4,923.0,0.0,0.0,923.0,0.0,0.0,2.0,0.0,2.0,1.0,3,5.0,6,1.0,5,1,1980.0,2,1.0,264.0,5,5,2,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2010.0,8,4
681,4,2,55.0,4500.0,1,2,1,0,4,0,18,2,2,0,0,5.0,5.0,1932.0,2000.0,1,1,12,12,3,0.0,3,4,0,4,4,4,5,182.0,6,0.0,611.0,793.0,1,0,1,4,848.0,672.0,0.0,1520.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,0,5,1968.0,3,1.0,281.0,5,5,2,0.0,0.0,56.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2009.0,8,0
682,11,3,68.0,2887.0,1,0,3,1,4,0,4,2,2,0,2,6.0,5.0,1996.0,1997.0,1,1,13,14,3,0.0,3,4,2,3,4,3,3,1003.0,6,0.0,288.0,1291.0,1,0,1,4,1291.0,0.0,0.0,1291.0,1.0,0.0,1.0,0.0,2.0,1.0,2,6.0,6,1.0,3,1,1996.0,3,2.0,431.0,5,5,2,307.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,11.0,2008.0,8,4
683,0,3,90.0,11248.0,1,0,0,3,0,0,5,2,2,0,2,9.0,5.0,2002.0,2002.0,3,1,12,13,4,215.0,2,4,2,3,4,0,3,1059.0,6,0.0,567.0,1626.0,1,0,1,4,1668.0,0.0,0.0,1668.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,5,1,2002.0,1,3.0,702.0,5,5,2,257.0,45.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2007.0,8,4
684,5,3,58.0,16770.0,1,0,1,3,1,0,15,2,2,0,5,7.0,5.0,1998.0,1998.0,1,1,12,13,1,30.0,2,4,2,3,4,4,6,0.0,6,0.0,1195.0,1195.0,1,2,1,4,1195.0,644.0,0.0,1839.0,0.0,0.0,2.0,1.0,4.0,1.0,3,7.0,6,0.0,0,1,1998.0,1,2.0,486.0,5,5,2,0.0,81.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2010.0,8,4
685,13,3,68.0,5062.0,1,0,0,3,1,0,22,2,2,4,5,7.0,5.0,1984.0,1984.0,1,1,6,6,3,0.0,2,4,1,3,4,3,3,828.0,4,182.0,180.0,1190.0,1,2,1,4,1190.0,900.0,0.0,2090.0,1.0,0.0,2.0,0.0,3.0,1.0,2,6.0,2,1.0,5,1,1984.0,1,2.0,577.0,5,5,2,219.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,9.0,2007.0,8,4
686,5,1,84.0,10207.0,1,0,3,3,4,0,21,2,2,0,5,7.0,6.0,2007.0,2007.0,1,1,12,13,3,0.0,2,4,2,3,4,4,6,0.0,6,0.0,874.0,874.0,1,0,1,4,874.0,887.0,0.0,1761.0,0.0,0.0,3.0,0.0,3.0,1.0,2,7.0,6,0.0,0,1,2007.0,1,2.0,578.0,5,5,2,144.0,105.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2007.0,6,5
687,13,1,68.0,5105.0,1,0,1,3,2,0,21,2,2,4,5,7.0,5.0,2004.0,2004.0,1,1,8,8,3,0.0,2,4,2,3,4,4,3,239.0,6,0.0,312.0,551.0,1,0,1,4,551.0,551.0,0.0,1102.0,0.0,0.0,2.0,1.0,2.0,1.0,2,4.0,6,0.0,0,5,2004.0,3,2.0,480.0,5,5,2,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2007.0,8,4
688,0,3,60.0,8089.0,1,0,3,1,4,0,22,2,2,0,2,8.0,6.0,2007.0,2007.0,1,1,8,8,1,0.0,2,4,2,3,4,0,3,945.0,6,0.0,474.0,1419.0,1,0,1,4,1419.0,0.0,0.0,1419.0,1.0,0.0,2.0,0.0,2.0,1.0,2,7.0,6,1.0,3,1,2007.0,2,2.0,567.0,5,5,2,140.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2007.0,6,5
689,11,3,61.0,7577.0,1,0,0,3,0,0,16,2,2,4,2,6.0,5.0,2005.0,2006.0,1,1,12,13,4,256.0,2,4,2,3,4,0,0,20.0,6,0.0,1342.0,1362.0,1,0,1,4,1362.0,0.0,0.0,1362.0,0.0,0.0,2.0,0.0,2.0,1.0,2,6.0,6,1.0,3,1,2005.0,2,2.0,460.0,5,5,2,192.0,28.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2007.0,8,4
690,11,4,68.0,4426.0,1,0,3,3,4,0,5,2,2,4,2,6.0,5.0,2004.0,2004.0,1,1,12,13,1,147.0,2,4,2,3,4,2,3,697.0,6,0.0,151.0,848.0,1,0,1,4,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,2,3.0,6,1.0,5,1,2004.0,2,2.0,420.0,5,5,2,149.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2008.0,8,4
691,5,3,104.0,21535.0,1,0,0,3,0,0,15,2,2,0,5,10.0,6.0,1994.0,1995.0,1,7,6,6,1,1170.0,0,4,2,1,4,2,3,1455.0,6,0.0,989.0,2444.0,1,0,1,4,2444.0,1872.0,0.0,4316.0,0.0,1.0,3.0,1.0,4.0,1.0,0,10.0,6,2.0,1,1,1994.0,1,3.0,832.0,5,5,2,382.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,2007.0,8,4
692,5,3,42.0,26178.0,1,0,0,3,4,1,23,2,2,0,5,7.0,5.0,1989.0,1990.0,3,1,8,8,1,293.0,2,4,2,3,4,2,3,965.0,6,0.0,245.0,1210.0,1,0,1,4,1238.0,1281.0,0.0,2519.0,1.0,0.0,2.0,1.0,4.0,1.0,2,9.0,6,2.0,3,1,1989.0,2,2.0,628.0,5,5,2,320.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2006.0,8,4
693,1,3,60.0,5400.0,1,0,3,3,0,2,17,2,2,0,2,5.0,6.0,1921.0,1968.0,1,1,8,8,3,0.0,3,4,0,4,4,4,6,0.0,6,0.0,1073.0,1073.0,1,0,1,4,1073.0,0.0,0.0,1073.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,0,5,1968.0,3,1.0,326.0,5,5,2,0.0,0.0,112.0,0.0,0.0,0.0,0,0,0,0.0,12.0,2006.0,8,0
694,4,4,51.0,6120.0,1,0,3,3,0,0,3,2,2,0,0,5.0,6.0,1936.0,1950.0,1,1,13,14,3,0.0,3,1,0,4,4,4,6,0.0,6,0.0,927.0,927.0,1,4,1,4,1067.0,472.0,0.0,1539.0,0.0,0.0,1.0,1.0,3.0,1.0,3,5.0,6,0.0,0,5,1995.0,3,2.0,576.0,5,5,2,112.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,4.0,2009.0,8,4
695,0,3,54.0,13811.0,1,0,0,3,4,0,23,2,2,0,2,6.0,6.0,1987.0,1987.0,1,1,6,6,1,72.0,3,4,1,3,2,4,3,980.0,4,40.0,92.0,1112.0,1,2,1,4,1137.0,0.0,0.0,1137.0,1.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,1.0,5,1,1987.0,3,2.0,551.0,5,5,2,125.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2006.0,8,4
696,1,4,50.0,6000.0,1,0,3,3,4,0,3,2,2,0,2,5.0,7.0,1921.0,1950.0,1,1,13,15,3,0.0,3,4,1,4,4,4,4,616.0,6,0.0,0.0,616.0,1,2,1,4,616.0,0.0,0.0,616.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,0,5,1921.0,3,1.0,205.0,5,5,2,0.0,0.0,129.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2006.0,8,4
697,0,3,57.0,6420.0,1,0,0,3,4,0,7,2,2,0,2,5.0,7.0,1952.0,1952.0,1,1,13,14,3,0.0,3,4,2,1,2,3,4,210.0,0,551.0,219.0,980.0,1,1,1,0,1148.0,0.0,0.0,1148.0,0.0,1.0,1.0,0.0,2.0,1.0,3,6.0,6,0.0,0,5,1952.0,3,1.0,308.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,9.0,2006.0,8,4
698,0,3,65.0,8450.0,1,0,3,3,4,0,19,5,2,0,2,5.0,8.0,1965.0,2009.0,1,1,8,8,3,0.0,3,2,1,4,4,4,3,553.0,1,117.0,224.0,894.0,1,0,1,4,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,1.0,3,5,1973.0,3,1.0,336.0,5,5,2,416.0,144.0,0.0,0.0,0.0,0.0,0,3,0,0.0,4.0,2010.0,8,4
699,11,1,59.0,4282.0,1,2,1,3,4,0,21,2,2,4,2,7.0,5.0,2004.0,2004.0,1,1,8,8,3,0.0,2,4,2,3,4,3,3,16.0,6,0.0,1375.0,1391.0,1,0,1,4,1391.0,0.0,0.0,1391.0,0.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,0.0,0,1,2004.0,2,2.0,530.0,5,5,2,156.0,158.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2008.0,8,4
700,0,3,85.0,14331.0,1,0,3,3,4,0,23,2,2,0,2,8.0,5.0,2002.0,2002.0,3,1,12,13,1,630.0,2,4,2,1,4,2,3,1274.0,6,0.0,526.0,1800.0,1,0,1,4,1800.0,0.0,0.0,1800.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,3,1,2002.0,1,3.0,765.0,5,5,2,270.0,78.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2006.0,8,4
701,0,3,80.0,9600.0,1,0,3,3,4,0,14,2,2,0,2,7.0,5.0,1969.0,1969.0,3,1,6,6,1,168.0,3,4,1,4,4,4,6,0.0,6,0.0,1164.0,1164.0,1,4,1,4,1164.0,0.0,0.0,1164.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,0,1,1969.0,3,2.0,528.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2006.0,0,4
702,5,3,82.0,12438.0,1,0,0,3,4,0,22,2,2,0,5,8.0,5.0,2006.0,2006.0,3,1,12,13,1,466.0,0,4,2,1,2,4,6,0.0,6,0.0,1234.0,1234.0,1,0,1,4,1264.0,1312.0,0.0,2576.0,0.0,0.0,2.0,1.0,4.0,1.0,0,10.0,6,1.0,3,3,2006.0,1,3.0,666.0,5,5,2,324.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2006.0,6,5
703,15,4,76.0,7630.0,1,0,3,3,4,0,17,1,2,1,5,5.0,9.0,1900.0,1996.0,1,1,13,14,3,0.0,3,2,0,3,4,4,6,0.0,6,0.0,360.0,360.0,1,2,1,4,1032.0,780.0,0.0,1812.0,0.0,0.0,2.0,0.0,4.0,2.0,2,8.0,6,1.0,4,5,1999.0,3,2.0,672.0,5,5,0,344.0,0.0,40.0,0.0,0.0,0.0,0,3,0,0.0,5.0,2010.0,8,4
